year        tco2         alk     d13Cocn        pCO2     d13Catm     CO3   WeatC   WeatS    TotW    BurC   Degas    Tatm        Tocn
     7500.00000        2.16273        2.47000       -0.00859      254.41754       -7.12335      237.76933        8.18604        7.31830       15.50435       16.94233        5.00000       14.58653        4.61115
     8000.00000        2.16125        2.46878       -0.00911      253.71335       -7.12383      237.89403        8.17794        7.31106       15.48900       16.97351        5.00000       14.57450        4.59841
     8500.00000        2.15976        2.46753       -0.00961      253.02888       -7.12430      238.00463        8.17005        7.30401       15.47406       17.00116        5.00000       14.56278        4.58602
     9000.00000        2.15825        2.46624       -0.01012      252.36263       -7.12477      238.10222        8.16236        7.29713       15.45949       17.02556        5.00000       14.55134        4.57397
     9500.00000        2.15672        2.46491       -0.01061      251.71326       -7.12523      238.18781        8.15485        7.29042       15.44527       17.04695        5.00000       14.54017        4.56223
    10000.00000        2.15518        2.46356       -0.01110      251.07951       -7.12569      238.26232        8.14751        7.28386       15.43137       17.06558        5.00000       14.52923        4.55077
    10500.00000        2.15363        2.46219       -0.01159      250.46024       -7.12614      238.32663        8.14033        7.27743       15.41777       17.08166        5.00000       14.51852        4.53958
    11000.00000        2.15207        2.46079       -0.01207      249.85440       -7.12658      238.38151        8.13329        7.27114       15.40444       17.09538        5.00000       14.50802        4.52863
    11500.00000        2.15050        2.45937       -0.01255      249.26103       -7.12702      238.42770        8.12639        7.26497       15.39136       17.10692        5.00000       14.49771        4.51790
    12000.00000        2.14891        2.45793       -0.01302      248.67922       -7.12746      238.46588        8.11961        7.25891       15.37852       17.11647        5.00000       14.48758        4.50739
    12500.00000        2.14732        2.45647       -0.01349      248.10818       -7.12789      238.49668        8.11295        7.25295       15.36590       17.12417        5.00000       14.47762        4.49707
    13000.00000        2.14573        2.45500       -0.01395      247.54715       -7.12832      238.52066        8.10639        7.24709       15.35348       17.13017        5.00000       14.46780        4.48693
    13500.00000        2.14413        2.45351       -0.01441      246.99544       -7.12875      238.53837        8.09993        7.24132       15.34125       17.13459        5.00000       14.45813        4.47695
    14000.00000        2.14252        2.45201       -0.01487      246.45241       -7.12917      238.55030        8.09357        7.23563       15.32920       17.13758        5.00000       14.44859        4.46713
    14500.00000        2.14090        2.45049       -0.01532      245.91749       -7.12959      238.55690        8.08729        7.23002       15.31731       17.13922        5.00000       14.43918        4.45745
    15000.00000        2.13929        2.44897       -0.01577      245.39013       -7.13000      238.55858        8.08109        7.22448       15.30557       17.13965        5.00000       14.42988        4.44790
    15500.00000        2.13767        2.44744       -0.01622      244.86985       -7.13042      238.55574        8.07497        7.21900       15.29397       17.13894        5.00000       14.42068        4.43848
    16000.00000        2.13605        2.44590       -0.01666      244.35618       -7.13082      238.54874        8.06892        7.21359       15.28250       17.13718        5.00000       14.41158        4.42917
    16500.00000        2.13442        2.44435       -0.01710      243.84871       -7.13123      238.53789        8.06293        7.20824       15.27116       17.13447        5.00000       14.40257        4.41997
    17000.00000        2.13279        2.44279       -0.01754      243.34705       -7.13163      238.52352        8.05700        7.20294       15.25994       17.13088        5.00000       14.39365        4.41087
    17500.00000        2.13116        2.44123       -0.01797      242.85403       -7.13203      238.50328        8.05116        7.19772       15.24888       17.12582        5.00000       14.38487        4.40187
    18000.00000        2.12953        2.43966       -0.01840      242.36343       -7.13243      238.48294        8.04535        7.19252       15.23788       17.12073        5.00000       14.37611        4.39296
    18500.00000        2.12790        2.43809       -0.01883      241.87711       -7.13282      238.45975        8.03958        7.18737       15.22695       17.11494        5.00000       14.36741        4.38413
    19000.00000        2.12627        2.43651       -0.01925      241.39528       -7.13321      238.43400        8.03386        7.18225       15.21611       17.10850        5.00000       14.35877        4.37537
    19500.00000        2.12464        2.43494       -0.01968      240.91773       -7.13360      238.40590        8.02818        7.17717       15.20535       17.10148        5.00000       14.35020        4.36667
    20000.00000        2.12301        2.43335       -0.02010      240.44426       -7.13399      238.37566        8.02254        7.17213       15.19467       17.09391        5.00000       14.34168        4.35803
    20500.00000        2.12138        2.43177       -0.02052      239.97465       -7.13437      238.34343        8.01694        7.16712       15.18407       17.08586        5.00000       14.33321        4.34946
    21000.00000        2.11975        2.43018       -0.02093      239.50869       -7.13475      238.30939        8.01138        7.16215       15.17353       17.07735        5.00000       14.32479        4.34094
    21500.00000        2.11812        2.42860       -0.02135      239.04621       -7.13513      238.27369        8.00585        7.15721       15.16306       17.06842        5.00000       14.31642        4.33247
    22000.00000        2.11649        2.42701       -0.02176      238.58702       -7.13550      238.23645        8.00035        7.15229       15.15265       17.05911        5.00000       14.30810        4.32405
    22500.00000        2.11486        2.42542       -0.02217      238.13097       -7.13588      238.19780        7.99489        7.14741       15.14229       17.04945        5.00000       14.29981        4.31568
    23000.00000        2.11324        2.42383       -0.02258      237.67792       -7.13625      238.15787        7.98945        7.14255       15.13199       17.03947        5.00000       14.29157        4.30735
    23500.00000        2.11162        2.42224       -0.02298      237.22773       -7.13661      238.11676        7.98404        7.13771       15.12175       17.02919        5.00000       14.28336        4.29907
    24000.00000        2.10999        2.42065       -0.02338      236.78027       -7.13698      238.07457        7.97866        7.13290       15.11155       17.01864        5.00000       14.27518        4.29082
    24500.00000        2.10837        2.41906       -0.02378      236.33544       -7.13734      238.03139        7.97330        7.12811       15.10140       17.00785        5.00000       14.26704        4.28261
    25000.00000        2.10675        2.41747       -0.02418      235.89312       -7.13770      237.98730        7.96796        7.12334       15.09130       16.99682        5.00000       14.25893        4.27443
    30000.00000        2.09070        2.40167       -0.02805      231.59010       -7.14119      237.51114        7.91571        7.07662       14.99233       16.87778        5.00000       14.17923        4.19424
    35000.00000        2.07492        2.38608       -0.03174      227.46640       -7.14445      237.00138        7.86502        7.03131       14.89633       16.75034        5.00000       14.10145        4.11614
    40000.00000        2.05946        2.37078       -0.03524      223.48960       -7.14750      236.48217        7.81555        6.98708       14.80262       16.62054        5.00000       14.02510        4.03953
    45000.00000        2.04431        2.35579       -0.03857      219.64332       -7.15035      235.96426        7.76713        6.94379       14.71092       16.49107        5.00000       13.94995        3.96417
    50000.00000        2.02948        2.34112       -0.04174      215.91825       -7.15300      235.45237        7.71969        6.90138       14.62107       16.36309        5.00000       13.87591        3.88992
    55000.00000        2.01497        2.32676       -0.04475      212.30828       -7.15545      234.94853        7.67318        6.85981       14.53299       16.23713        5.00000       13.80293        3.81673
    60000.00000        2.00077        2.31272       -0.04760      208.80875       -7.15772      234.45361        7.62759        6.81905       14.44663       16.11340        5.00000       13.73098        3.74459
    65000.00000        1.98688        2.29898       -0.05029      205.41572       -7.15981      233.96790        7.58289        6.77908       14.36197       15.99198        5.00000       13.66006        3.67348
    70000.00000        1.97329        2.28555       -0.05285      202.12559       -7.16172      233.49148        7.53906        6.73990       14.27896       15.87287        5.00000       13.59017        3.60339
    75000.00000        1.96000        2.27242       -0.05525      198.93502       -7.16346      233.02430        7.49610        6.70150       14.19760       15.75607        5.00000       13.52129        3.53432
    80000.00000        1.94699        2.25958       -0.05752      195.84079       -7.16503      232.56628        7.45399        6.66385       14.11784       15.64157        5.00000       13.45344        3.46627
    85000.00000        1.93428        2.24702       -0.05966      192.83982       -7.16644      232.11731        7.41272        6.62695       14.03967       15.52933        5.00000       13.38659        3.39923
    90000.00000        1.92185        2.23475       -0.06166      189.92914       -7.16769      231.67726        7.37227        6.59079       13.96306       15.41932        5.00000       13.32076        3.33321
    95000.00000        1.90968        2.22275       -0.06354      187.10300       -7.16879      231.24797        7.33260        6.55532       13.88792       15.31199        5.00000       13.25586        3.26812
   100000.00000        1.89779        2.21102       -0.06530      184.36522       -7.16974      230.82441        7.29378        6.52062       13.81440       15.20610        5.00000       13.19205        3.20412
   150000.00000        1.79257        2.10744       -0.07697      161.08233       -7.17221      227.04688        6.94676        6.21039       13.15715       14.26172        5.00000       12.60765        2.61788
   200000.00000        1.70894        2.02542       -0.08030      143.79241       -7.16490      223.99709        6.66650        5.95983       12.62633       13.49927        5.00000       12.11613        2.12467
   250000.00000        1.64273        1.96069       -0.07813      130.86499       -7.15157      221.55358        6.44173        5.75889       12.20061       12.88840        5.00000       11.70833        1.71537
   300000.00000        1.59045        1.90973       -0.07263      121.13389       -7.13514      219.60736        6.26246        5.59862       11.86107       12.40184        5.00000       11.37383        1.37958
   350000.00000        1.54928        1.86971       -0.06538      113.76412       -7.11773      218.06401        6.12013        5.47138       11.59150       12.01600        5.00000       11.10210        1.10675
   400000.00000        1.51690        1.83831       -0.05747      108.15030       -7.10070      216.84433        6.00749        5.37068       11.37817       11.71108        5.00000       10.88303        0.88677
   450000.00000        1.49147        1.81370       -0.04959      103.85374       -7.08491      215.88281        5.91860        5.29121       11.20981       11.47070        5.00000       10.70754        0.71052
   500000.00000        1.47150        1.79441       -0.04218      100.54997       -7.07078      215.12609        5.84855        5.22859       11.07713       11.28152        5.00000       10.56758        0.56996
   550000.00000        1.45585        1.77930       -0.03547       98.00115       -7.05846      214.53135        5.79344        5.17932       10.97276       11.13284        5.00000       10.45643        0.45831
   600000.00000        1.44357        1.76747       -0.02954       96.02901       -7.04792      214.06439        5.75014        5.14061       10.89075       11.01610        5.00000       10.36842        0.36991
   650000.00000        1.43395        1.75820       -0.02442       94.49943       -7.03904      213.69800        5.71614        5.11021       10.82635       10.92450        5.00000       10.29891        0.30009
   700000.00000        1.42642        1.75095       -0.02005       93.31081       -7.03165      213.41069        5.68946        5.08637       10.77583       10.85267        5.00000       10.24412        0.24504
   750000.00000        1.42051        1.74527       -0.01638       92.38573       -7.02554      213.18547        5.66854        5.06766       10.73621       10.79637        5.00000       10.20098        0.20171
   800000.00000        1.41588        1.74081       -0.01331       91.66415       -7.02054      213.00883        5.65213        5.05299       10.70512       10.75221        5.00000       10.16704        0.16761
   850000.00000        1.41226        1.73733       -0.01078       91.10199       -7.01648      212.87058        5.63928        5.04150       10.68078       10.71765        5.00000       10.14041        0.14086
   900000.00000        1.40943        1.73461       -0.00870       90.66316       -7.01318      212.76229        5.62921        5.03250       10.66171       10.69057        5.00000       10.11950        0.11986
   950000.00000        1.40721        1.73247       -0.00700       90.32040       -7.01052      212.67748        5.62132        5.02545       10.64677       10.66937        5.00000       10.10311        0.10338
  1000000.00000        1.40547        1.73080       -0.00562       90.05254       -7.00838      212.61106        5.61515        5.01993       10.63508       10.65276        5.00000       10.09025        0.09046
  1050000.00000        1.40411        1.72950       -0.00450       89.84314       -7.00666      212.55904        5.61031        5.01560       10.62591       10.63976        5.00000       10.08017        0.08034
  1100000.00000        1.40304        1.72847       -0.00359       89.67939       -7.00529      212.51832        5.60652        5.01222       10.61874       10.62958        5.00000       10.07227        0.07240
  1150000.00000        1.40221        1.72767       -0.00287       89.55131       -7.00420      212.48643        5.60356        5.00956       10.61312       10.62161        5.00000       10.06608        0.06619
  1200000.00000        1.40156        1.72705       -0.00228       89.45111       -7.00333      212.46146        5.60123        5.00749       10.60872       10.61537        5.00000       10.06124        0.06132
  1250000.00000        1.40104        1.72655       -0.00182       89.37270       -7.00263      212.44191        5.59942        5.00586       10.60528       10.61048        5.00000       10.05744        0.05751
  1300000.00000        1.40064        1.72617       -0.00144       89.31135       -7.00208      212.42661        5.59799        5.00459       10.60258       10.60665        5.00000       10.05447        0.05452
  1350000.00000        1.40033        1.72587       -0.00114       89.26334       -7.00165      212.41463        5.59688        5.00359       10.60047       10.60366        5.00000       10.05214        0.05218
  1400000.00000        1.40009        1.72563       -0.00091       89.22576       -7.00130      212.40525        5.59600        5.00281       10.59882       10.60131        5.00000       10.05032        0.05035
  1450000.00000        1.39989        1.72545       -0.00072       89.19635       -7.00102      212.39791        5.59532        5.00220       10.59752       10.59948        5.00000       10.04889        0.04891
  1500000.00000        1.39974        1.72530       -0.00057       89.17333       -7.00081      212.39216        5.59479        5.00172       10.59651       10.59804        5.00000       10.04777        0.04779
  1550000.00000        1.39963        1.72519       -0.00045       89.15531       -7.00064      212.38766        5.59437        5.00135       10.59572       10.59691        5.00000       10.04690        0.04691
  1600000.00000        1.39953        1.72510       -0.00035       89.14120       -7.00050      212.38413        5.59404        5.00106       10.59510       10.59603        5.00000       10.04621        0.04622
  1650000.00000        1.39946        1.72503       -0.00028       89.13016       -7.00040      212.38137        5.59378        5.00083       10.59461       10.59534        5.00000       10.04568        0.04569
  1700000.00000        1.39940        1.72498       -0.00022       89.12151       -7.00031      212.37921        5.59358        5.00065       10.59423       10.59480        5.00000       10.04526        0.04526
  1750000.00000        1.39936        1.72494       -0.00017       89.11475       -7.00024      212.37752        5.59342        5.00051       10.59393       10.59438        5.00000       10.04493        0.04493
  1800000.00000        1.39933        1.72490       -0.00014       89.10945       -7.00019      212.37620        5.59330        5.00040       10.59370       10.59405        5.00000       10.04467        0.04468
  1850000.00000        1.39930        1.72488       -0.00011       89.10530       -7.00015      212.37516        5.59320        5.00031       10.59352       10.59379        5.00000       10.04447        0.04447
  1900000.00000        1.39928        1.72486       -0.00008       89.10206       -7.00012      212.37435        5.59313        5.00024       10.59337       10.59359        5.00000       10.04431        0.04431
  1950000.00000        1.39926        1.72484       -0.00007       89.09952       -7.00009      212.37372        5.59307        5.00019       10.59326       10.59343        5.00000       10.04419        0.04419


