year        tco2         alk     d13Cocn        pCO2     d13Catm     CO3   WeatC   WeatS    TotW    BurC   Degas    Tatm        Tocn
     8000.00000        2.21888        2.50449        0.01787      312.59282       -6.79643      224.90493        8.80468        7.87136       16.67604       13.72623       12.50000       15.47437        5.42974
     8500.00000        2.22184        2.50698        0.01881      314.16266       -6.79700      224.68519        8.82035        7.88537       16.70572       13.67130       12.50000       15.49611        5.45283
     9000.00000        2.22482        2.50955        0.01975      315.69780       -6.79754      224.49101        8.83562        7.89902       16.73464       13.62275       12.50000       15.51727        5.47524
     9500.00000        2.22784        2.51217        0.02066      317.20059       -6.79805      224.32038        8.85052        7.91234       16.76286       13.58009       12.50000       15.53787        5.49702
    10000.00000        2.23089        2.51486        0.02156      318.67324       -6.79853      224.17146        8.86507        7.92535       16.79042       13.54286       12.50000       15.55797        5.51820
    10500.00000        2.23396        2.51759        0.02244      320.11779       -6.79899      224.04254        8.87930        7.93807       16.81737       13.51063       12.50000       15.57759        5.53884
    11000.00000        2.23705        2.52037        0.02330      321.53619       -6.79943      223.93205        8.89323        7.95052       16.84375       13.48301       12.50000       15.59677        5.55896
    11500.00000        2.24016        2.52319        0.02416      322.93021       -6.79984      223.83854        8.90688        7.96272       16.86960       13.45964       12.50000       15.61553        5.57860
    12000.00000        2.24329        2.52606        0.02500      324.30154       -6.80024      223.76069        8.92026        7.97469       16.89495       13.44017       12.50000       15.63391        5.59780
    12500.00000        2.24643        2.52895        0.02582      325.65175       -6.80061      223.69727        8.93340        7.98644       16.91984       13.42432       12.50000       15.65193        5.61658
    13000.00000        2.24959        2.53188        0.02664      326.98228       -6.80097      223.64713        8.94631        7.99798       16.94429       13.41178       12.50000       15.66961        5.63497
    13500.00000        2.25276        2.53484        0.02744      328.29449       -6.80132      223.60925        8.95901        8.00933       16.96834       13.40231       12.50000       15.68697        5.65301
    14000.00000        2.25594        2.53783        0.02823      329.58965       -6.80165      223.58264        8.97151        8.02050       16.99201       13.39566       12.50000       15.70404        5.67070
    14500.00000        2.25913        2.54084        0.02901      330.86893       -6.80197      223.56643        8.98382        8.03151       17.01533       13.39161       12.50000       15.72083        5.68808
    15000.00000        2.26233        2.54387        0.02978      332.13343       -6.80228      223.55979        8.99595        8.04236       17.03831       13.38995       12.50000       15.73737        5.70516
    15500.00000        2.26554        2.54692        0.03054      333.38416       -6.80257      223.56197        9.00793        8.05306       17.06099       13.39049       12.50000       15.75366        5.72196
    16000.00000        2.26875        2.54999        0.03129      334.62206       -6.80286      223.57227        9.01975        8.06363       17.08337       13.39307       12.50000       15.76972        5.73850
    16500.00000        2.27197        2.55307        0.03203      335.84803       -6.80314      223.59004        9.03142        8.07407       17.10549       13.39751       12.50000       15.78557        5.75480
    17000.00000        2.27519        2.55617        0.03276      337.06287       -6.80340      223.61470        9.04296        8.08438       17.12734       13.40367       12.50000       15.80122        5.77087
    17500.00000        2.27842        2.55928        0.03349      338.26734       -6.80366      223.64569        9.05437        8.09459       17.14896       13.41142       12.50000       15.81668        5.78673
    18000.00000        2.28164        2.56240        0.03421      339.46216       -6.80391      223.68251        9.06567        8.10468       17.17035       13.42063       12.50000       15.83195        5.80238
    18500.00000        2.28487        2.56553        0.03491      340.64796       -6.80416      223.72469        9.07685        8.11468       17.19153       13.43117       12.50000       15.84706        5.81784
    19000.00000        2.28810        2.56867        0.03562      341.82536       -6.80439      223.77180        9.08793        8.12458       17.21251       13.44295       12.50000       15.86201        5.83312
    19500.00000        2.29134        2.57181        0.03631      342.99493       -6.80462      223.82344        9.09890        8.13439       17.23330       13.45586       12.50000       15.87681        5.84824
    20000.00000        2.29457        2.57496        0.03700      344.15718       -6.80485      223.87925        9.10978        8.14412       17.25391       13.46981       12.50000       15.89146        5.86319
    20500.00000        2.29780        2.57812        0.03768      345.31260       -6.80507      223.93889        9.12058        8.15377       17.27435       13.48472       12.50000       15.90598        5.87799
    21000.00000        2.30103        2.58128        0.03835      346.46165       -6.80528      224.00203        9.13129        8.16335       17.29463       13.50051       12.50000       15.92037        5.89265
    21500.00000        2.30425        2.58444        0.03902      347.60473       -6.80549      224.06841        9.14191        8.17285       17.31476       13.51710       12.50000       15.93464        5.90717
    22000.00000        2.30748        2.58761        0.03968      348.74224       -6.80569      224.13774        9.15247        8.18228       17.33475       13.53443       12.50000       15.94879        5.92156
    22500.00000        2.31070        2.59078        0.04034      349.87453       -6.80589      224.20978        9.16295        8.19165       17.35460       13.55245       12.50000       15.96283        5.93583
    23000.00000        2.31392        2.59395        0.04098      351.00194       -6.80609      224.28431        9.17336        8.20096       17.37432       13.57108       12.50000       15.97677        5.94998
    23500.00000        2.31714        2.59712        0.04163      352.12477       -6.80628      224.36111        9.18371        8.21021       17.39392       13.59028       12.50000       15.99060        5.96402
    24000.00000        2.32036        2.60029        0.04227      353.24331       -6.80647      224.43999        9.19400        8.21941       17.41341       13.61000       12.50000       16.00434        5.97795
    24500.00000        2.32357        2.60345        0.04290      354.35782       -6.80665      224.52078        9.20422        8.22855       17.43278       13.63020       12.50000       16.01798        5.99178
    25000.00000        2.32678        2.60662        0.04353      355.46856       -6.80683      224.60330        9.21439        8.23764       17.45204       13.65083       12.50000       16.03153        6.00552
    30000.00000        2.35860        2.63817        0.04953      366.41039       -6.80849      225.49570        9.31344        8.32619       17.63964       13.87393       12.50000       16.16282        6.13829
    35000.00000        2.38990        2.66932        0.05510      377.14452       -6.80993      226.44944        9.40867        8.41133       17.82000       14.11236       12.50000       16.28785        6.26442
    40000.00000        2.42060        2.69994        0.06028      387.73726       -6.81123      227.41912        9.50086        8.49375       17.99461       14.35478       12.50000       16.40778        6.38526
    45000.00000        2.45068        2.72997        0.06512      398.22519       -6.81241      228.38176        9.59047        8.57386       18.16433       14.59544       12.50000       16.52334        6.50162
    50000.00000        2.48015        2.75941        0.06962      408.62120       -6.81352      229.32836        9.67773        8.65186       18.32959       14.83209       12.50000       16.63491        6.61394
    55000.00000        2.50901        2.78826        0.07383      418.92978       -6.81455      230.25523        9.76278        8.72790       18.49067       15.06381       12.50000       16.74278        6.72250
    60000.00000        2.53729        2.81652        0.07774      429.15165       -6.81554      231.16108        9.84572        8.80205       18.64777       15.29027       12.50000       16.84716        6.82752
    65000.00000        2.56498        2.84422        0.08139      439.28588       -6.81649      232.04569        9.92664        8.87439       18.80103       15.51142       12.50000       16.94821        6.92919
    70000.00000        2.59211        2.87135        0.08479      449.33093       -6.81741      232.90931       10.00561        8.94499       18.95060       15.72733       12.50000       17.04609        7.02767
    75000.00000        2.61869        2.89794        0.08794      459.28509       -6.81832      233.75240       10.08269        9.01390       19.09659       15.93810       12.50000       17.14096        7.12310
    80000.00000        2.64473        2.92399        0.09087      469.14670       -6.81921      234.57550       10.15795        9.08118       19.23913       16.14388       12.50000       17.23293        7.21562
    85000.00000        2.67025        2.94952        0.09358      478.91419       -6.82009      235.37918       10.23144        9.14688       19.37832       16.34479       12.50000       17.32214        7.30535
    90000.00000        2.69525        2.97455        0.09609      488.58616       -6.82098      236.16399       10.30321        9.21104       19.51426       16.54100       12.50000       17.40871        7.39241
    95000.00000        2.71976        2.99908        0.09841      498.16139       -6.82187      236.93051       10.37332        9.27372       19.64705       16.73263       12.50000       17.49273        7.47691
   100000.00000        2.74378        3.02312        0.10055      507.63457       -6.82276      237.68058       10.44179        9.33494       19.77673       16.92014       12.50000       17.57429        7.55893
   150000.00000        2.95961        3.23928        0.11385      596.89503       -6.83246      244.29558       11.04797        9.87686       20.92483       18.57390       12.50000       18.27554        8.26388
   200000.00000        3.13773        3.41774        0.11692      676.07148       -6.84378      249.60732       11.53601       10.31317       21.84918       19.90183       12.50000       18.81477        8.80570
   250000.00000        3.28565        3.56597        0.11405      745.59867       -6.85624      253.92015       11.93347       10.66849       22.60195       20.98004       12.50000       19.23854        9.23135
   300000.00000        3.40912        3.68970        0.10783      806.24036       -6.86917      257.45445       12.26002       10.96043       23.22045       21.86361       12.50000       19.57705        9.57126
   350000.00000        3.51262        3.79341        0.09986      858.88997       -6.88200      260.37184       12.53025       11.20201       23.73225       22.59296       12.50000       19.85089        9.84619
   400000.00000        3.59966        3.88062        0.09113      904.44923       -6.89435      262.79461       12.75512       11.40305       24.15817       23.19865       12.50000       20.07464       10.07077
   450000.00000        3.67306        3.95416        0.08228      943.77755       -6.90598      264.81646       12.94312       11.57112       24.51424       23.70412       12.50000       20.25889       10.25570
   500000.00000        3.73511        4.01631        0.07368      977.66553       -6.91673      266.51051       13.10088       11.71215       24.81303       24.12763       12.50000       20.41160       10.40895
   550000.00000        3.78766        4.06894        0.06555     1006.82530       -6.92656      267.93462       13.23368       11.83087       25.06455       24.48366       12.50000       20.53883       10.53661
   600000.00000        3.83223        4.11358        0.05801     1031.88965       -6.93546      269.13509       13.34574       11.93106       25.27680       24.78377       12.50000       20.64527       10.64342
   650000.00000        3.87008        4.15148        0.05112     1053.41382       -6.94345      270.14952       13.44051       12.01578       25.45629       25.03738       12.50000       20.73464       10.73308
   700000.00000        3.90227        4.18372        0.04488     1071.88956       -6.95057      271.00793       13.52081       12.08757       25.60838       25.25198       12.50000       20.80990       10.80859
   750000.00000        3.92966        4.21114        0.03929     1087.73707       -6.95690      271.73594       13.58894       12.14847       25.73741       25.43399       12.50000       20.87344       10.87232
   800000.00000        3.95299        4.23451        0.03431     1101.32494       -6.96249      272.35405       13.64682       12.20022       25.84703       25.58851       12.50000       20.92717       10.92623
   850000.00000        3.97288        4.25442        0.02989     1112.97120       -6.96741      272.87946       13.69604       12.24422       25.94026       25.71986       12.50000       20.97271       10.97191
   900000.00000        3.98984        4.27139        0.02599     1122.95039       -6.97173      273.32649       13.73793       12.28168       26.01961       25.83162       12.50000       21.01135       11.01067
   950000.00000        4.00431        4.28588        0.02256     1131.49907       -6.97551      273.70715       13.77362       12.31358       26.08721       25.92679       12.50000       21.04418       11.04360
  1000000.00000        4.01666        4.29824        0.01955     1138.82083       -6.97881      274.03152       13.80405       12.34078       26.14483       26.00788       12.50000       21.07210       11.07161
  1050000.00000        4.02720        4.30880        0.01692     1145.09070       -6.98169      274.30809       13.82999       12.36398       26.19397       26.07702       12.50000       21.09587       11.09545
  1100000.00000        4.03621        4.31781        0.01463     1150.45907       -6.98419      274.54402       13.85213       12.38377       26.23590       26.13601       12.50000       21.11611       11.11576
  1150000.00000        4.04390        4.32552        0.01264     1155.05501       -6.98636      274.74537       13.87103       12.40066       26.27169       26.18634       12.50000       21.13337       11.13307
  1200000.00000        4.05048        4.33210        0.01090     1158.98927       -6.98824      274.91727       13.88716       12.41509       26.30225       26.22932       12.50000       21.14809       11.14783
  1250000.00000        4.05609        4.33772        0.00940     1162.35684       -6.98987      275.06407       13.90095       12.42741       26.32835       26.26602       12.50000       21.16065       11.16043
  1300000.00000        4.06090        4.34253        0.00810     1165.23913       -6.99128      275.18947       13.91272       12.43794       26.35066       26.29737       12.50000       21.17137       11.17118
  1350000.00000        4.06500        4.34664        0.00697     1167.70594       -6.99250      275.29662       13.92278       12.44693       26.36971       26.32415       12.50000       21.18053       11.18037
  1400000.00000        4.06851        4.35015        0.00600     1169.81704       -6.99355      275.38818       13.93138       12.45462       26.38600       26.34705       12.50000       21.18835       11.18821
  1450000.00000        4.07151        4.35316        0.00516     1171.62365       -6.99446      275.46645       13.93873       12.46119       26.39992       26.36661       12.50000       21.19503       11.19491
  1500000.00000        4.07408        4.35573        0.00443     1173.16964       -6.99524      275.53335       13.94501       12.46681       26.41182       26.38334       12.50000       21.20073       11.20063
  1550000.00000        4.07628        4.35792        0.00381     1174.49255       -6.99591      275.59055       13.95039       12.47161       26.42200       26.39764       12.50000       21.20561       11.20553
  1600000.00000        4.07815        4.35980        0.00327     1175.62455       -6.99649      275.63945       13.95498       12.47572       26.43070       26.40986       12.50000       21.20978       11.20971
  1650000.00000        4.07976        4.36141        0.00281     1176.59316       -6.99699      275.68127       13.95891       12.47923       26.43814       26.42032       12.50000       21.21335       11.21328
  1700000.00000        4.08113        4.36278        0.00241     1177.42196       -6.99741      275.71704       13.96227       12.48223       26.44450       26.42926       12.50000       21.21640       11.21634
  1750000.00000        4.08231        4.36396        0.00207     1178.13111       -6.99778      275.74763       13.96514       12.48480       26.44994       26.43691       12.50000       21.21900       11.21896
  1800000.00000        4.08331        4.36497        0.00177     1178.73788       -6.99810      275.77379       13.96760       12.48700       26.45460       26.44345       12.50000       21.22123       11.22119
  1850000.00000        4.08417        4.36583        0.00152     1179.25703       -6.99837      275.79616       13.96970       12.48888       26.45858       26.44904       12.50000       21.22314       11.22310
  1900000.00000        4.08491        4.36656        0.00130     1179.70123       -6.99860      275.81530       13.97150       12.49049       26.46199       26.45383       12.50000       21.22477       11.22474
  1950000.00000        4.08554        4.36719        0.00112     1180.08128       -6.99880      275.83167       13.97304       12.49186       26.46490       26.45792       12.50000       21.22616       11.22614


