year        tco2         alk     d13Cocn        pCO2     d13Catm     CO3   WeatC   WeatS    TotW    BurC   Degas    Tatm        Tocn
     8000.00000        2.23786        2.51629        0.02667      333.66972       -6.71264      220.60203        9.00946        8.05444       17.06390       12.65051       15.00000       15.75575        5.69011
     8500.00000        2.24227        2.52002        0.02807      336.13195       -6.71400      220.27435        9.03296        8.07544       17.10840       12.56859       15.00000       15.78766        5.72406
     9000.00000        2.24674        2.52386        0.02943      338.54316       -6.71529      219.98479        9.05586        8.09591       17.15177       12.49620       15.00000       15.81868        5.75698
     9500.00000        2.25125        2.52779        0.03077      340.90667       -6.71651      219.73034        9.07819        8.11588       17.19407       12.43258       15.00000       15.84887        5.78894
    10000.00000        2.25579        2.53180        0.03208      343.22560       -6.71768      219.50822        9.10000        8.13538       17.23538       12.37706       15.00000       15.87829        5.82000
    10500.00000        2.26038        2.53589        0.03337      345.50289       -6.71879      219.31589        9.12132        8.15444       17.27575       12.32897       15.00000       15.90698        5.85023
    11000.00000        2.26499        2.54005        0.03463      347.74133       -6.71985      219.15101        9.14218        8.17308       17.31526       12.28775       15.00000       15.93500        5.87968
    11500.00000        2.26964        2.54428        0.03587      349.94350       -6.72086      219.01140        9.16261        8.19135       17.35396       12.25285       15.00000       15.96238        5.90840
    12000.00000        2.27431        2.54856        0.03709      352.11186       -6.72183      218.89507        9.18264        8.20926       17.39190       12.22377       15.00000       15.98917        5.93645
    12500.00000        2.27901        2.55289        0.03828      354.24868       -6.72276      218.80020        9.20230        8.22683       17.42913       12.20005       15.00000       16.01541        5.96385
    13000.00000        2.28373        2.55728        0.03946      356.35613       -6.72365      218.72509        9.22160        8.24409       17.46569       12.18127       15.00000       16.04113        5.99067
    13500.00000        2.28846        2.56170        0.04061      358.43621       -6.72451      218.66819        9.24058        8.26106       17.50164       12.16705       15.00000       16.06637        6.01693
    14000.00000        2.29322        2.56617        0.04175      360.49080       -6.72534      218.62806        9.25925        8.27775       17.53700       12.15701       15.00000       16.09115        6.04267
    14500.00000        2.29798        2.57067        0.04287      362.52167       -6.72613      218.60337        9.27764        8.29418       17.57182       12.15084       15.00000       16.11551        6.06793
    15000.00000        2.30276        2.57521        0.04398      364.53044       -6.72690      218.59291        9.29575        8.31038       17.60612       12.14823       15.00000       16.13946        6.09272
    15500.00000        2.30755        2.57977        0.04507      366.51866       -6.72765      218.59555        9.31361        8.32634       17.63995       12.14889       15.00000       16.16304        6.11709
    16000.00000        2.31235        2.58436        0.04614      368.48776       -6.72836      218.61026        9.33123        8.34210       17.67333       12.15256       15.00000       16.18627        6.14106
    16500.00000        2.31715        2.58897        0.04720      370.43907       -6.72906      218.63607        9.34863        8.35765       17.70628       12.15902       15.00000       16.20916        6.16465
    17000.00000        2.32197        2.59361        0.04824      372.37384       -6.72974      218.67210        9.36582        8.37302       17.73884       12.16802       15.00000       16.23173        6.18788
    17500.00000        2.32678        2.59826        0.04927      374.29322       -6.73039      218.71754        9.38281        8.38821       17.77103       12.17939       15.00000       16.25401        6.21078
    18000.00000        2.33160        2.60293        0.05029      376.19830       -6.73103      218.77164        9.39962        8.40324       17.80286       12.19291       15.00000       16.27601        6.23336
    18500.00000        2.33643        2.60761        0.05130      378.09009       -6.73165      218.83369        9.41625        8.41811       17.83436       12.20842       15.00000       16.29775        6.25565
    19000.00000        2.34125        2.61230        0.05229      379.97039       -6.73225      218.90046        9.43272        8.43283       17.86555       12.22511       15.00000       16.31924        6.27766
    19500.00000        2.34608        2.61701        0.05328      381.84150       -6.73284      218.97728        9.44907        8.44744       17.89651       12.24432       15.00000       16.34053        6.29941
    20000.00000        2.35091        2.62173        0.05425      383.69887       -6.73341      219.05983        9.46523        8.46189       17.92712       12.26496       15.00000       16.36155        6.32091
    20500.00000        2.35573        2.62645        0.05521      385.54593       -6.73396      219.14799        9.48125        8.47621       17.95747       12.28700       15.00000       16.38236        6.34217
    21000.00000        2.36056        2.63118        0.05616      387.38373       -6.73451      219.24134        9.49714        8.49042       17.98756       12.31034       15.00000       16.40296        6.36320
    21500.00000        2.36538        2.63591        0.05710      389.21297       -6.73504      219.33947        9.51290        8.50451       18.01742       12.33487       15.00000       16.42337        6.38401
    22000.00000        2.37020        2.64065        0.05803      391.03426       -6.73556      219.44198        9.52855        8.51850       18.04705       12.36049       15.00000       16.44359        6.40461
    22500.00000        2.37501        2.64539        0.05896      392.84817       -6.73606      219.54849        9.54408        8.53238       18.07647       12.38712       15.00000       16.46364        6.42502
    23000.00000        2.37982        2.65013        0.05987      394.65520       -6.73656      219.65869        9.55951        8.54617       18.10568       12.41467       15.00000       16.48352        6.44525
    23500.00000        2.38463        2.65487        0.06077      396.45585       -6.73704      219.77225        9.57483        8.55987       18.13470       12.44306       15.00000       16.50324        6.46529
    24000.00000        2.38943        2.65961        0.06167      398.25056       -6.73752      219.88888        9.59005        8.57348       18.16353       12.47222       15.00000       16.52280        6.48517
    24500.00000        2.39423        2.66436        0.06256      400.03975       -6.73799      220.00834        9.60518        8.58701       18.19219       12.50208       15.00000       16.54222        6.50489
    25000.00000        2.39902        2.66910        0.06344      401.82379       -6.73844      220.13035        9.62022        8.60046       18.22068       12.53259       15.00000       16.56149        6.52445
    30000.00000        2.44657        2.71631        0.07182      419.44859       -6.74256      221.44959        9.76643        8.73116       18.49759       12.86240       15.00000       16.74740        6.71273
    35000.00000        2.49331        2.76292        0.07956      436.82442       -6.74604      222.85974        9.90653        8.85641       18.76295       13.21494       15.00000       16.92317        6.89028
    40000.00000        2.53917        2.80873        0.08674      454.06530       -6.74904      224.28981       10.04186        8.97739       19.01925       13.57245       15.00000       17.09078        7.05936
    45000.00000        2.58410        2.85368        0.09341      471.21989       -6.75166      225.70816       10.17308        9.09471       19.26779       13.92704       15.00000       17.25135        7.22122
    50000.00000        2.62812        2.89773        0.09962      488.30614       -6.75396      227.10106       10.30060        9.20871       19.50931       14.27526       15.00000       17.40557        7.37661
    55000.00000        2.67124        2.94091        0.10540      505.32780       -6.75601      228.46291       10.42466        9.31962       19.74428       14.61573       15.00000       17.55392        7.52606
    60000.00000        2.71348        2.98321        0.11078      522.27791       -6.75785      229.79313       10.54541        9.42757       19.97298       14.94828       15.00000       17.69677        7.66994
    65000.00000        2.75485        3.02465        0.11578      539.16233       -6.75952      231.08793       10.66308        9.53276       20.19584       15.27198       15.00000       17.83453        7.80864
    70000.00000        2.79539        3.06527        0.12043      555.96693       -6.76106      232.35058       10.77773        9.63526       20.41299       15.58765       15.00000       17.96741        7.94244
    75000.00000        2.83511        3.10507        0.12475      572.68608       -6.76248      233.58163       10.88949        9.73517       20.62466       15.89541       15.00000       18.09569        8.07158
    80000.00000        2.87404        3.14409        0.12876      589.31400       -6.76381      234.78190       10.99846        9.83260       20.83106       16.19547       15.00000       18.21961        8.19631
    85000.00000        2.91220        3.18233        0.13247      605.84517       -6.76506      235.95231       11.10475        9.92762       21.03236       16.48808       15.00000       18.33939        8.31686
    90000.00000        2.94960        3.21983        0.13590      622.27441       -6.76627      237.09384       11.20845       10.02032       21.22877       16.77346       15.00000       18.45523        8.43344
    95000.00000        2.98627        3.25659        0.13907      638.59692       -6.76743      238.20741       11.30964       10.11079       21.42044       17.05185       15.00000       18.56733        8.54625
   100000.00000        3.02223        3.29263        0.14200      654.80832       -6.76856      239.29395       11.40843       10.19910       21.60753       17.32349       15.00000       18.67587        8.65545
   150000.00000        3.34630        3.61755        0.16039      810.09808       -6.77961      248.85226       12.27974       10.97805       23.25779       19.71307       15.00000       19.59721        9.58204
   200000.00000        3.61576        3.88767        0.16517      951.71413       -6.79205      256.49226       12.97994       11.60404       24.58398       21.62307       15.00000       20.29469       10.28301
   250000.00000        3.84180        4.11417        0.16211     1079.16511       -6.80606      262.69903       13.55172       12.11520       25.66693       23.17476       15.00000       20.83877       10.82954
   300000.00000        4.03274        4.30541        0.15459     1192.92285       -6.82098      267.80628       14.02437       12.53775       26.56213       24.45157       15.00000       21.27262       11.26520
   350000.00000        4.19492        4.46777        0.14467     1293.90149       -6.83614      272.05188       14.41882       12.89039       27.30921       25.51297       15.00000       21.62437       11.61831
   400000.00000        4.33329        4.60624        0.13362     1383.19955       -6.85103      275.60962       14.75051       13.18691       27.93742       26.40241       15.00000       21.91327       11.90827
   450000.00000        4.45178        4.72477        0.12224     1461.96162       -6.86530      278.61073       15.03114       13.43780       28.46893       27.15268       15.00000       22.15300       12.14883
   500000.00000        4.55357        4.82655        0.11102     1531.29232       -6.87876      281.15622       15.26975       13.65112       28.92086       27.78906       15.00000       22.35357       12.35007
   550000.00000        4.64122        4.91417        0.10027     1592.23449       -6.89127      283.32486       15.47347       13.83325       29.30672       28.33121       15.00000       22.52251       12.51955
   600000.00000        4.71687        4.98977        0.09014     1645.74473       -6.90278      285.17934       15.64801       13.98928       29.63729       28.79484       15.00000       22.66559       12.66308
   650000.00000        4.78226        5.05511        0.08075     1692.69003       -6.91331      286.77015       15.79797       14.12335       29.92132       29.19254       15.00000       22.78734       12.78520
   700000.00000        4.83889        5.11167        0.07211     1733.84895       -6.92287      288.13839       15.92713       14.23881       30.16595       29.53460       15.00000       22.89134       12.88951
   750000.00000        4.88798        5.16070        0.06424     1769.91613       -6.93150      289.31785       16.03860       14.33847       30.37707       29.82946       15.00000       22.98046       12.97889
   800000.00000        4.93059        5.20326        0.05710     1801.50851       -6.93927      290.33651       16.13498       14.42463       30.55960       30.08413       15.00000       23.05705       13.05570
   850000.00000        4.96762        5.24022        0.05066     1829.17210       -6.94623      291.21773       16.21842       14.49923       30.71765       30.30443       15.00000       23.12302       13.12185
   900000.00000        4.99980        5.27235        0.04487     1853.38899       -6.95246      291.98113       16.29076       14.56390       30.85467       30.49528       15.00000       23.17995       13.17894
   950000.00000        5.02781        5.30031        0.03969     1874.58394       -6.95801      292.64324       16.35355       14.62003       30.97359       30.66081       15.00000       23.22917       13.22830
  1000000.00000        5.05220        5.32465        0.03507     1893.13069       -6.96296      293.21811       16.40810       14.66880       31.07690       30.80453       15.00000       23.27179       13.27103
  1050000.00000        5.07344        5.34585        0.03095     1909.35767       -6.96735      293.71768       16.45553       14.71120       31.16672       30.92942       15.00000       23.30873       13.30808
  1100000.00000        5.09195        5.36433        0.02729     1923.55325       -6.97124      294.15214       16.49679       14.74809       31.24487       31.03804       15.00000       23.34080       13.34023
  1150000.00000        5.10809        5.38043        0.02404     1935.97041       -6.97468      294.53024       16.53271       14.78020       31.31291       31.13256       15.00000       23.36865       13.36815
  1200000.00000        5.12217        5.39448        0.02116     1946.83100       -6.97773      294.85947       16.56400       14.80818       31.37218       31.21487       15.00000       23.39286       13.39243
  1250000.00000        5.13445        5.40673        0.01862     1956.32943       -6.98042      295.14630       16.59127       14.83255       31.42383       31.28657       15.00000       23.41393       13.41356
  1300000.00000        5.14516        5.41743        0.01637     1964.63600       -6.98280      295.39629       16.61505       14.85381       31.46885       31.34907       15.00000       23.43227       13.43195
  1350000.00000        5.15452        5.42676        0.01438     1971.89988       -6.98489      295.61427       16.63578       14.87234       31.50812       31.40357       15.00000       23.44825       13.44796
  1400000.00000        5.16268        5.43490        0.01263     1978.25165       -6.98674      295.80438       16.65387       14.88851       31.54238       31.45110       15.00000       23.46217       13.46192
  1450000.00000        5.16981        5.44202        0.01109     1983.80563       -6.98836      295.97025       16.66965       14.90262       31.57227       31.49256       15.00000       23.47430       13.47409
  1500000.00000        5.17604        5.44823        0.00973     1988.66185       -6.98979      296.11500       16.68342       14.91494       31.59836       31.52875       15.00000       23.48489       13.48470
  1550000.00000        5.18148        5.45365        0.00854     1992.90784       -6.99105      296.24135       16.69545       14.92569       31.62114       31.56034       15.00000       23.49412       13.49396
  1600000.00000        5.18623        5.45839        0.00748     1996.62020       -6.99215      296.35165       16.70595       14.93507       31.64102       31.58791       15.00000       23.50218       13.50203
  1650000.00000        5.19037        5.46253        0.00656     1999.86592       -6.99312      296.44797       16.71512       14.94327       31.65839       31.61199       15.00000       23.50921       13.50908
  1700000.00000        5.19400        5.46615        0.00575     2002.70359       -6.99397      296.53208       16.72313       14.95043       31.67356       31.63302       15.00000       23.51534       13.51524
  1750000.00000        5.19717        5.46931        0.00504     2005.18448       -6.99472      296.60555       16.73012       14.95668       31.68680       31.65139       15.00000       23.52070       13.52061
  1800000.00000        5.19993        5.47207        0.00441     2007.35342       -6.99538      296.66972       16.73623       14.96215       31.69838       31.66743       15.00000       23.52538       13.52530
  1850000.00000        5.20235        5.47448        0.00387     2009.24961       -6.99595      296.72578       16.74157       14.96692       31.70849       31.68144       15.00000       23.52947       13.52940
  1900000.00000        5.20447        5.47659        0.00339     2010.90732       -6.99645      296.77475       16.74623       14.97109       31.71732       31.69369       15.00000       23.53304       13.53298
  1950000.00000        5.20631        5.47843        0.00296     2012.35654       -6.99690      296.81755       16.75031       14.97473       31.72504       31.70439       15.00000       23.53616       13.53610


